Schedule E: Merchandise,,,,,,,,,,
Own/  Other,Type,No.,Item,Description,Year of Manufacture,Date of Purchase,Purchase Price Per Item,Cumulative Purchase Price,Estimated Market Value Per Item,Cumulative Estimated Market Value
own,Finished Goods or Products,51,PN2RIBBK,PLUG: Mid0Century Embossed Lamp Plug 0 BLACK  B & P Lamp Supply Part #: 48542,year purchased?,~last 3 years,1.77,90.27,4,204
own,Finished Goods or Products,44,PN2RIBBN,PLUG: Mid0Century Embossed Lamp Plug 0 BROWN  B & P Lamp Supply Part #: 48540  WND 31308,year purchased?,~last 3 years,2.04,89.76,4,176
own,Finished Goods or Products,0,PN2RIBIV,PLUG: Mid0Century Embossed Lamp Plug 0 IVORY  B & P Lamp Supply Part #: 48541,year purchased?,~last 3 years,1.42,0,4,0
own,Finished Goods or Products,28,PN2RIBNKBK,48573 0 Large Round Ribbed Plug for Large Round Wire,year purchased?,~last 3 years,2.22,62.16,4.25,119
own,Finished Goods or Products,0,PN2RIBWH,PLUG: Mid0Century Embossed Lamp Plug 0 WHITE  B & P Lamp Supply Part #: 48539,year purchased?,~last 3 years,2.41,0,4,0
own,Finished Goods or Products,5,PN2RNDNKBK,30364 BLACK ROUND PLUG FOR ROUND WIRE,year purchased?,~last 3 years,1.73,8.65,2,10
own,Finished Goods or Products,101,PN2RNDNKBN,31305 BROWN ROUND PLUG FOR ROUND WIRE,year purchased?,~last 3 years,1.13,114.13,2,202
own,Finished Goods or Products,0,PN2RUBRECTBK,"4900183050   BLACK RUBBER PLUG, 2 PIECES  not in classic website 0 have to add to order via phone",year purchased?,~last 3 years,1.41,0,2,0
own,Finished Goods or Products,20,PN2RUBRECTWH,"30412 WHITE RUBBER PLUG, 2 PIECES",year purchased?,~last 3 years,1.42,28.4,2,40
own,Finished Goods or Products,33,PN3FEMGNDBK,OU103B  BLACK 0 POLARIZED GROUNDED CLAMP0TIGHT CONNECTOR OUTLET WITH SCREW TERMINAL WIRE CONNECTION,year purchased?,~last 3 years,3.2,105.6,7.5,247.5
own,Finished Goods or Products,0,PN3FEMGNDWH,OU103W  WHITE 0 POLARIZED GROUNDED CLAMP0TIGHT CONNECTOR OUTLET WITH SCREW TERMINAL WIRE CONNECTION,year purchased?,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,19,PN3FEMHVYBK,OU222BL  BLACK 0 COMMERCIAL GRADE RUBBER GROUNDED CONNECTOR OUTLET,year purchased?,~last 3 years,4.37,83.03,7.5,142.5
own,Finished Goods or Products,32,PN3HVRUBBK,8001688 3 Prong Rubber Plug With Metal Grip 18/30Svt Round Wire 15A0125V,year purchased?,~last 3 years,2.75,88,4,128
own,Finished Goods or Products,36,PN3THERMOBK,"8002412 0 Black Thermoplastic HD Plug, 2 Pole, 3 Wire and Ground, 15A0125V",year purchased?,~last 3 years,1.75,63,3,108
own,Finished Goods or Products,25,PN3THERMOBN,"80024260 Brown Thermoplastic HD Plug, 2 Pole, 3 Wire and Ground, 15A0125V",year purchased?,~last 3 years,1.65,41.25,3,75
own,Finished Goods or Products,33,PN3THERMOWH,"8002413 0 White Thermoplastic HD Plug, 2 Pole, 3 Wire and Ground, 15A0125V",year purchased?,~last 3 years,1.72,56.76,3,99
,,,,,,,,,,
,,,Reducers,,,,,,,
own,Finished Goods or Products,0,RED1/8IPST08/32IPS,"900761 0 Brass reducing bushing,  1/8 IP M to 8/32 IP F with shoulder",year purchased?,~last 3 years,0.2,0,0,0
own,Finished Goods or Products,296,RED18x14027F,"900762 0 Brass reducing bushing,  1/8 M to 1/4027 F with shoulder",year purchased?,~last 3 years,0.2,59.2,0.5,148
,,,,,,,,,,
,,,Miscellaneous,,,,,,,
own,Materials or Supplies,6,SCISSORARM,Frack Mirror Article Number: 380.062.00,year purchased?,~last 3 years,10.87,65.22,0,0
own,Finished Goods or Products,0,SCREW#803/4in,"3/4"" #8 screw",year purchased?,~last 3 years,0.04,0,0.125,0
own,Finished Goods or Products,244,WSHTTH1/8IP,"900390 0  Toothwasher, 1/8 IP Slip, unfinished",year purchased?,~last 3 years,0.02,4.88,0.05,12.2
