SKU,Handle,Title,Option,Status,Published,Type,Qty,Price,Cost,Inv Value,Vendor,Part Number,Cost Source
PN2ACNBK,acorn-button-plug,ACORN Button PLUG,black,active,TRUE,Plugs,290,6.00,3.64,1055.60,B&P,48545,B&P price 48545
PN2ACNBN,acorn-button-plug,ACORN Button PLUG,brown,active,TRUE,Plugs,100,6.00,3.64,364.00,B&P,48543,B&P price 48543
PN2ACNWH,acorn-button-plug,ACORN Button PLUG,white,active,TRUE,Plugs,48,6.00,3.64,174.72,B&P,,Est (same as other acorn colors)
PN2ANFACBN,faceted-plug-with-neck,"FACETED PLUG, WITH NECK",Brown,active,TRUE,Plugs,55,4.00,,,,,
PN2FEMRUBREC,female-rubber-rectangular-connector,"FEMALE RUBBER RECTANGULAR CONNECTOR, Black",Default Title,active,TRUE,Plugs,86,3.50,,,,,
PN2HVYSHBK,heavy-duty-shallow-plug-with-neck,HEAVY DUTY SHALLOW PLUG WITH NECK,Default Title,active,TRUE,Plugs,33,5.50,2.25,74.25,B&P,48566,B&P price 48566
PN2RECTBK,rectangular-plug,RECTANGULAR PLUG,black,active,TRUE,Plugs,71,2.50,3.22,228.62,B&P,,Est (same as brown 48516)
PN2RECTBN,rectangular-plug,RECTANGULAR PLUG,brown,active,TRUE,Plugs,372,2.50,3.22,1197.84,B&P,48516,B&P price 48516
PN2RECTWH,rectangular-plug,RECTANGULAR PLUG,white,active,TRUE,Plugs,38,2.50,3.50,133.00,B&P,48535,B&P price 48535
PN2RIBBK,ribbed-button-plug,RIBBED Button PLUG,black,active,TRUE,Plugs,414,5.50,3.64,1506.96,B&P,48542,B&P price 48542
PN2RIBBN,ribbed-button-plug,RIBBED Button PLUG,brown,active,TRUE,Plugs,0,5.50,3.64,,B&P,48540,B&P price 48540
PN2RIBNKBK,ribbed-round-plug-with-neck,"RIBBED ROUND PLUG, WITH NECK, Black",Default Title,active,TRUE,Plugs,29,5.50,3.26,94.54,B&P,48573,B&P price 48573
PN2RIBWH,ribbed-button-plug,"RIBBED ROUND PLUG, WITH NECK, Black",white,active,TRUE,Plugs,0,5.50,3.64,,B&P,,Est (same as other rib colors)
PN2RNDNKBK,round-plug-with-neck,"ROUND PLUG, WITH NECK, Black or Brown",Black,active,TRUE,Plugs,97,2.50,1.93,187.21,B&P,48558,B&P price 48558
PN2RNDNKBN,round-plug-with-neck,"ROUND PLUG, WITH NECK, Black or Brown",Brown,active,TRUE,Plugs,110,2.50,1.93,212.30,B&P,,Est (same as BK)
PN2RUBRECTBK,rubber-rectangular-plug,RUBBER RECTANGULAR PLUG,Black,active,TRUE,Plugs,1930,3.00,3.04,5867.20,B&P,48533BK,B&P price 48533BK
PN2RUBRECTWH,rubber-rectangular-plug,RUBBER RECTANGULAR PLUG,White,active,TRUE,Plugs,991,3.00,3.04,3012.64,B&P,,Est (same as BK)
PN3FEMGNDBK,female-grounded-connector-for-3-prong-plug-black,"FEMALE GROUNDED CONNECTOR for 3-PRONG PLUG, Black",Default Title,active,TRUE,Plugs,21,7.50,,,,,
PN3FEMHVYBK,female-heavy-duty-connector-for-3-prong-plug-black,"FEMALE HEAVY-DUTY CONNECTOR for 3-PRONG PLUG, Black",Default Title,active,TRUE,Plugs,0,7.50,,,,,
PN3HVRUBBK,3-prong-heavy-rubber-plug,"3 PRONG, HEAVY RUBBER PLUG, Black",Default Title,active,TRUE,Plugs,80,6.50,3.54,283.20,Satco,80-1688,PO 1011 80-1688
PN3THERMOBK,3-prong-thermoplastic-plug,"3 PRONG, THERMOPLASTIC PLUG",black,active,TRUE,Plugs,50,4.50,2.10,105.00,Satco,80-2412,PO 1011 80-2412
PN3THERMOBN,3-prong-thermoplastic-plug,"3 PRONG, THERMOPLASTIC PLUG",brown,active,TRUE,Plugs,52,4.50,2.10,109.20,Satco,80-2426,PO 1011 80-2426
PN3THERMOWH,3-prong-thermoplastic-plug,"3 PRONG, THERMOPLASTIC PLUG",white,active,TRUE,Plugs,51,4.50,2.10,107.10,Satco,80-2413,PO 1011 80-2413
RED18x14-27F,brass-reducing-bushing-1-8-ips-to-1-4-27,BRASS REDUCING BUSHING 1/8 IPS to 1/4 27,Default Title,active,TRUE,Plugs,180,0.50,0.51,91.80,Satco,90-762,Catalog 90-762
SHALBGLASS,shade-alabaster-glass,SHADE: Alabaster Glass,Default Title,active,TRUE,Plugs,0,11.00,,,,,
SHHDUNOLGBK,copy-of-shade-holder-brass-uno-shade-holder-2-25,"SHADE HOLDER: Brass UNO Shade Holder, 3.25""",black,active,TRUE,Shade Holders,43,7.75,5.58,239.94,B&P,10727BK,B&P price 10727BK
SHHDUNOLGBR,copy-of-shade-holder-brass-uno-shade-holder-2-25,"SHADE HOLDER: Brass UNO Shade Holder, 3.25""",brass,active,TRUE,Shade Holders,6,7.75,5.58,33.48,B&P,10727U,B&P price 10727U
SHHDUNOLGBZ,copy-of-shade-holder-brass-uno-shade-holder-2-25,"SHADE HOLDER: Brass UNO Shade Holder, 3.25""",antique brass,active,TRUE,Shade Holders,7,7.75,5.58,39.06,B&P,10727B,B&P price 10727B
SHHDUNOLGNK,copy-of-shade-holder-brass-uno-shade-holder-2-25,"SHADE HOLDER: Brass UNO Shade Holder, 3.25""",nickel,active,TRUE,Shade Holders,19,7.75,5.58,106.02,B&P,10727N,B&P price 10727N
SHHOLDCLMPBR,shade-holder-brass-clamp-on-shade-holder,SHADE HOLDER: Brass Clamp-On Shade Holder,brass,active,TRUE,Shade Holders,0,7.00,3.20,,B&P,10787,B&P price 10787
SHHOLDCLMPNK,shade-holder-brass-clamp-on-shade-holder,SHADE HOLDER: Brass Clamp-On Shade Holder,nickel,active,TRUE,Shade Holders,17,11.00,4.86,82.62,B&P,10785N,B&P price 10785N
SHHOLDUNOAB,shade-holder-brass-uno-shade-holder,SHADE HOLDER: Brass Clamp-On Shade Holder,antique brass,active,TRUE,Shade Holders,8,8.00,4.08,32.64,B&P,10786A or B,B&P price 10786A
SHHOLDUNOBK,shade-holder-brass-uno-shade-holder,"SHADE HOLDER: Brass UNO Shade Holder, 2.25""",black,active,TRUE,Shade Holders,18,8.00,4.08,73.44,B&P,10786BK,B&P price 10786BK
SHHOLDUNOBR,shade-holder-brass-uno-shade-holder,"SHADE HOLDER: Brass UNO Shade Holder, 2.25""",brass,active,TRUE,Shade Holders,19,8.00,4.08,77.52,B&P,10786U,B&P price 10786U
SHHOLDUNONK,shade-holder-brass-uno-shade-holder,"SHADE HOLDER: Brass UNO Shade Holder, 2.25""",nickel,active,TRUE,Shade Holders,24,8.00,4.08,97.92,B&P,10786N,B&P price 10786N
SHMETFACAB,pendant-shade-metal-faceted,"Pendant Shade, Metal, Faceted",Antique Brass,active,TRUE,Shade Holders,4,11.00,,,,,
SHMETFACBK,pendant-shade-metal-faceted,"Pendant Shade, Metal, Faceted",Black,active,TRUE,Shade Holders,0,11.00,,,,,
SHMETFACBR,pendant-shade-metal-faceted,"Pendant Shade, Metal, Faceted",Brass,active,TRUE,Shade Holders,5,11.00,,,,,
SHMETFACBZ,pendant-shade-metal-faceted,"Pendant Shade, Metal, Faceted",Bronze,active,TRUE,Shade Holders,4,11.00,,,,,
SHMETFACNK,pendant-shade-metal-faceted,"Pendant Shade, Metal, Faceted",Nickel,active,TRUE,Shade Holders,0,11.00,,,,,
SKASEPTBR,socket-aluminum-side-cord-exit-push-through,"SOCKET: ALUMINUM, SIDE CORD EXIT, PUSH-THROUGH",brass,active,TRUE,Sockets,62,3.00,1.50,93.00,Satco,80-2137,Est (same as NK from price sheet)
SKASEPTNK,socket-aluminum-side-cord-exit-push-through,"SOCKET: ALUMINUM, SIDE CORD EXIT, PUSH-THROUGH",nickel,active,TRUE,Sockets,18,3.00,1.50,27.00,Satco,80-1754,Price sheet 80-1754
SKASEPTPW,socket-aluminum-side-cord-exit-push-through,"SOCKET: ALUMINUM, SIDE CORD EXIT, PUSH-THROUGH",pewter,active,TRUE,Sockets,35,3.00,1.80,63.00,Satco,80-2438,Price sheet 80-2438
SKBKBK,socket-black-bakelite-keyless,"SOCKET: BLACK BAKELITE, KEYLESS",Default Title,active,TRUE,Sockets,168,3.00,0.96,161.28,Satco,80-1111,PO 1011 80-1111
SKBKRBK,socket-black-bakelite-keyless-with-shade-support-ring,"SOCKET: BAKELITE, KEYLESS WITH SHADE SUPPORT RING",Black,active,TRUE,Sockets,262,4.75,0.85,222.70,Satco,80-1072,Worksheet
SKBKRLBK,copy-of-socket-bakelite-keyless-with-shade-support-ring,"SOCKET: BAKELITE, KEYLESS WITH SHADE SUPPORT RING, Long",Black,active,TRUE,Sockets,0,4.75,,,,,
SKBKRLWH,copy-of-socket-bakelite-keyless-with-shade-support-ring,"SOCKET: BAKELITE, KEYLESS WITH SHADE SUPPORT RING, Long",White,active,TRUE,Sockets,35,4.75,,,,,
SKBKRWH,socket-black-bakelite-keyless-with-shade-support-ring,"SOCKET: BAKELITE, KEYLESS WITH SHADE SUPPORT RING, Long",White,active,TRUE,Sockets,18,4.75,0.85,15.30,Satco,80-2530,Est (same as BK)
SKBPRBK,socket-black-bakelite-push-through-with-shade-support-ring,"SOCKET: BLACK BAKELITE, PUSH-THROUGH WITH SHADE SUPPORT RING",Default Title,active,TRUE,Sockets,8,3.00,0.85,6.80,Satco,,Est (similar bakelite socket)
SKCANDBKBK,socket-black-bakelite-keyless-candelabra-base,"SOCKET: BLACK BAKELITE, KEYLESS, CANDELABRA BASE",Default Title,active,TRUE,Sockets,8,2.50,1.19,9.52,Satco,80-1311,Price sheet 80-1311
SKCANDBKRBK,socket-black-bakelite-keyless-candelabra-base-with-ring,"SOCKET: BLACK BAKELITE, KEYLESS, CANDELABRA BASE, with Ring",Default Title,active,TRUE,Sockets,0,2.50,1.26,,Satco,80-1095,Price sheet 80-1095
SKCCBK,socket-4-piece-on-off-pull-chain,"SOCKET: BLACK BAKELITE, KEYLESS, CANDELABRA BASE, with Ring",black,active,TRUE,Sockets,103,11.50,,,,80-2509,
SKCCBR,socket-4-piece-on-off-pull-chain,SOCKET: 4-PIECE with ON/OFF PULL CHAIN,brass,active,TRUE,Sockets,24,11.50,,,,80-1052,
SKCCBZ,socket-4-piece-on-off-pull-chain,SOCKET: 4-PIECE with ON/OFF PULL CHAIN,dark antique brass,active,TRUE,Sockets,15,11.50,,,,80-2445,
SKCCNK,socket-4-piece-on-off-pull-chain,SOCKET: 4-PIECE with ON/OFF PULL CHAIN,nickel,active,TRUE,Sockets,28,11.50,,,,80-1053,
SKCDBK,socket-4-piece-dimmer-switch,SOCKET: 4-PIECE with ON/OFF PULL CHAIN,black,active,TRUE,Sockets,17,20.00,11.94,202.98,Satco,80-2479,Price sheet 80-2479
SKCDBR,socket-4-piece-dimmer-switch,SOCKET: 4-PIECE with DIMMER SWITCH,brass,active,TRUE,Sockets,13,20.00,11.94,155.22,Satco,80-1064,Est (same type as BK/NK)
SKCDBZ,socket-4-piece-dimmer-switch,SOCKET: 4-PIECE with DIMMER SWITCH,dark antique brass,active,TRUE,Sockets,27,20.00,13.14,354.78,Satco,80-2327,PO 1011 80-2327
SKCDNK,socket-4-piece-dimmer-switch,SOCKET: 4-PIECE with DIMMER SWITCH,nickel,active,TRUE,Sockets,10,20.00,11.94,119.40,Satco,80-1065,Price sheet 80-1065
SKCDUBK,socket-4-piece-dimmer-switch-and-uno-threads,SOCKET: 4-PIECE with DIMMER SWITCH,black,active,TRUE,Sockets,15,22.00,12.60,189.00,Satco,80-2480,Est (same type as BR/NK)
SKCDUBR,socket-4-piece-dimmer-switch-and-uno-threads,SOCKET: 4-PIECE with DIMMER SWITCH and UNO THREADS,brass,active,TRUE,Sockets,12,22.00,12.60,151.20,Satco,80-1066,Price sheet 80-1066
SKCDUBZ,socket-4-piece-dimmer-switch-and-uno-threads,SOCKET: 4-PIECE with DIMMER SWITCH and UNO THREADS,dark antique brass,active,TRUE,Sockets,27,22.00,13.80,372.60,Satco,80-2422,PO 1011 80-2422
SKCDUNK,socket-4-piece-dimmer-switch-and-uno-threads,SOCKET: 4-PIECE with DIMMER SWITCH and UNO THREADS,nickel,active,TRUE,Sockets,13,22.00,12.60,163.80,Satco,80-1067,Price sheet 80-1067
SKCKBK,socket-4-piece-keyless,SOCKET: 4-PIECE with DIMMER SWITCH and UNO THREADS,black,active,TRUE,Sockets,441,12.00,6.90,3042.90,Satco,80-2477,Est (same type as NK)
SKCKBR,socket-4-piece-keyless,"SOCKET: 4-PIECE, KEYLESS",brass,active,TRUE,Sockets,44,12.00,6.90,303.60,Satco,80-1054,Est (same type as NK)
SKCKBZ,socket-4-piece-keyless,"SOCKET: 4-PIECE, KEYLESS",dark antique brass,active,TRUE,Sockets,38,12.00,7.50,285.00,Satco,80-2326,PO 1011 80-2326
SKCKNK,socket-4-piece-keyless,"SOCKET: 4-PIECE, KEYLESS",nickel,active,TRUE,Sockets,49,12.00,6.90,338.10,Satco,80-1055,PO 1011/Price sheet 80-1055
SKCKUBK,socket-4-piece-keyless-with-uno-threads,"SOCKET: 4-PIECE, KEYLESS",black,active,TRUE,Sockets,17,14.00,8.10,137.70,Satco,80-2478,Price sheet 80-2478
SKCKUBR,socket-4-piece-keyless-with-uno-threads,"SOCKET: 4-PIECE, KEYLESS WITH UNO THREADS",brass,active,TRUE,Sockets,14,14.00,7.50,105.00,Satco,80-1056,Est (same type as BZ)
SKCKUBZ,socket-4-piece-keyless-with-uno-threads,"SOCKET: 4-PIECE, KEYLESS WITH UNO THREADS",dark antique brass,active,TRUE,Sockets,20,14.00,7.50,150.00,Satco,80-2423,PO 1011 80-2423
SKCKUGNDBR,socket-4-piece-keyless-with-uno-threads-grounded,"SOCKET: 4-PIECE, KEYLESS with UNO THREADS, GROUNDED",brass,active,TRUE,Sockets,45,16.00,,,,80-2565,
SKCKUGNDBZ,socket-4-piece-keyless-with-uno-threads-grounded,"SOCKET: 4-PIECE, KEYLESS with UNO THREADS, GROUNDED",dark antique brass,active,TRUE,Sockets,27,16.00,,,,80-2568,
SKCKUGNDNK,socket-4-piece-keyless-with-uno-threads-grounded,"SOCKET: 4-PIECE, KEYLESS with UNO THREADS, GROUNDED",nickel,active,TRUE,Sockets,39,16.00,,,,80-2566,
SKCKUNK,socket-4-piece-keyless-with-uno-threads,"SOCKET: 4-PIECE, KEYLESS with UNO THREADS, GROUNDED",nickel,active,TRUE,Sockets,31,14.00,7.50,232.50,Satco,80-1057,Est (same type as BZ)
SKCOBK,socket-4-piece-on-off-switch,"SOCKET: 4-PIECE, KEYLESS with UNO THREADS, GROUNDED",black,active,TRUE,Sockets,24,16.00,8.34,200.16,Satco,80-2481,Est (same type as NK)
SKCOBR,socket-4-piece-on-off-switch,SOCKET: 4-PIECE with ON/OFF TURN KNOB,brass,active,TRUE,Sockets,23,16.00,8.34,191.82,Satco,80-1058,Est (same type as NK)
SKCOBZ,socket-4-piece-on-off-switch,SOCKET: 4-PIECE with ON/OFF TURN KNOB,dark antique brass,active,TRUE,Sockets,20,16.00,9.54,190.80,Satco,80-2253,PO 1011 80-2253
SKCONK,socket-4-piece-on-off-switch,SOCKET: 4-PIECE with ON/OFF TURN KNOB,nickel,active,TRUE,Sockets,8,16.00,8.34,66.72,Satco,80-1059,Price sheet 80-1059
SKCOUBK,socket-4-piece-with-on-off-switch-and-uno-threads,SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS,black,active,TRUE,Sockets,14,18.00,10.20,142.80,Satco,80-2482,Price sheet 80-2482
SKCOUBR,socket-4-piece-with-on-off-switch-and-uno-threads,SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS,brass,active,TRUE,Sockets,3,18.00,10.20,30.60,Satco,80-1060,Est (same type as BK)
SKCOUBZ,socket-4-piece-with-on-off-switch-and-uno-threads,SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS,dark antique brass,active,TRUE,Sockets,6,18.00,10.20,61.20,Satco,80-2153,Est (same type as BK)
SKCOUGNDBR,socket-4-piece-on-off-switch-with-uno-threads-grounded,"SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS, GROUNDED",brass,active,TRUE,Sockets,19,18.00,,,,80-2569,
SKCOUGNDBZ,socket-4-piece-on-off-switch-with-uno-threads-grounded,"SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS, GROUNDED",dark antique brass,active,TRUE,Sockets,37,18.00,,,,80-2568,
SKCOUGNDNK,socket-4-piece-on-off-switch-with-uno-threads-grounded,"SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS, GROUNDED",nickel,active,TRUE,Sockets,22,18.00,,,,80-2570,
SKCOUNK,socket-4-piece-with-on-off-switch-and-uno-threads,"SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS, GROUNDED",nickel,active,TRUE,Sockets,19,18.00,10.20,193.80,Satco,80-1061,Est (same type as BK)
SKCOVAB,socket-cover,"SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS, GROUNDED",Antique Brass,active,TRUE,Sockets,20,2.50,1.99,39.80,B&P,11661TA,B&P price 11661TA
SKCOVBK,socket-cover,"SOCKET: 4-PIECE with ON/OFF TURN KNOB and UNO THREADS, GROUNDED",Black,active,TRUE,Sockets,42,2.50,1.52,63.84,B&P,11661TBK,B&P price 11661TBK
SKCOVBR,socket-cover,Socket Cover,Polished Brass,active,TRUE,Sockets,26,2.50,1.48,38.48,B&P,11661T,B&P price 11661T
SKCOVCP,socket-cover,Socket Cover,Copper,active,TRUE,Sockets,6,2.50,1.52,9.12,B&P,11661TC,B&P price 11661TC
SKCOVNK,socket-cover,Socket Cover,Polished Nickel,active,TRUE,Sockets,20,2.50,1.52,30.40,B&P,11661TN,B&P price 11661TN
SKCOVWH,socket-cover,Socket Cover,White,active,TRUE,Sockets,21,2.50,1.56,32.76,B&P,11661TW,B&P price 11661TW
SKP1-4IPSGNDK,socket-porcelain-keyless-grounded-1-4-ips,"SOCKET: PORCELAIN, KEYLESS, GROUNDED, 1/4 IPS",Default Title,active,TRUE,Sockets,9,4.00,3.29,29.61,B&P,,B&P price 48304
SKPDUPLEX,socket-porcelain-duplex,SOCKET: PORCELAIN DUPLEX,Default Title,active,TRUE,Sockets,5,6.00,3.49,17.45,B&P,47713,B&P price 47713
SKPFM,socket-flush-mount-porcelain-sign-receptacle-style,"SOCKET: FLUSH MOUNT PORCELAIN, SIGN RECEPTACLE STYLE",Default Title,active,TRUE,Sockets,28,4.00,1.68,47.04,Satco,90-1112,PO 1011/1013 90-1112
SKPGNDK,socket-porcelain-keyless-grounded,"SOCKET: PORCELAIN, KEYLESS, GROUNDED",Default Title,active,TRUE,Sockets,151,4.00,2.34,353.34,Satco,80-1214,Price sheet 90-1707
SKPKBK,socket-porcelain-keyless,"SOCKET: PORCELAIN, KEYLESS",black,active,TRUE,Sockets,31,5.00,2.24,69.44,B&P,48096,B&P price 48096
SKPKBN,socket-porcelain-keyless,"SOCKET: PORCELAIN, KEYLESS",brown,active,TRUE,Sockets,0,5.00,2.24,,B&P,,Est (same as BK)
SKPTINT,socket-interior-push-through,"SOCKET INTERIOR, PUSH-THROUGH",Default Title,active,TRUE,Sockets,183,1.25,,,,,
SKRINGBKBK,socket-ring-black-bakelite-shade-support-ring,SOCKET RING: BLACK BAKELITE SHADE SUPPORT RING,Default Title,active,TRUE,Sockets,260,1.00,,,,80-1389,
SKRINGCBK,shade-support-ring-for-4-piece-socket-with-uno-threads,SOCKET RING: SHADE SUPPORT RING for 4-PIECE SOCKET with UNO THREADS,black,active,TRUE,Sockets,98,3.00,0.20,19.60,Satco,,Worksheet
SKRINGCBR,shade-support-ring-for-4-piece-socket-with-uno-threads,SOCKET RING: SHADE SUPPORT RING for 4-PIECE SOCKET with UNO THREADS,brass,active,TRUE,Sockets,40,3.00,0.20,8.00,Satco,,Worksheet
SKRINGCBZ,shade-support-ring-for-4-piece-socket-with-uno-threads,SOCKET RING: SHADE SUPPORT RING for 4-PIECE SOCKET with UNO THREADS,dark antique brass,active,TRUE,Sockets,93,3.00,0.20,18.60,Satco,,Worksheet
SKRINGCNK,shade-support-ring-for-4-piece-socket-with-uno-threads,SOCKET RING: SHADE SUPPORT RING for 4-PIECE SOCKET with UNO THREADS,nickel,active,TRUE,Sockets,99,3.00,0.20,19.80,Satco,,Worksheet
SKSDBK,socket-3-piece-with-dimmer-switch,SOCKET RING: SHADE SUPPORT RING for 4-PIECE SOCKET with UNO THREADS,black,active,TRUE,Sockets,13,10.50,5.50,71.50,Satco,80-2416,Worksheet
SKSDBR,socket-3-piece-with-dimmer-switch,SOCKET: 3-PIECE with DIMMER SWITCH,brass,active,TRUE,Sockets,27,10.50,5.50,148.50,Satco,80-1042,Worksheet
SKSDNK,socket-3-piece-with-dimmer-switch,SOCKET: 3-PIECE with DIMMER SWITCH,nickel,active,TRUE,Sockets,31,10.50,5.50,170.50,Satco,80-1043,Worksheet
SKSK1-4BR,socket-3-piece-keyless-1-4-ips,"SOCKET: 3-PIECE, KEYLESS, 1/4 IPS",brass,active,TRUE,Sockets,39,6.75,,,,,
SKSK1-4NK,socket-3-piece-keyless-1-4-ips,"SOCKET: 3-PIECE, KEYLESS, 1/4 IPS",nickel,active,TRUE,Sockets,24,6.75,,,,,
SKSKBK,socket-3-piece-keyless,"SOCKET: 3-PIECE, KEYLESS, 1/4 IPS",black,active,TRUE,Sockets,84,6.00,2.35,197.40,Satco,80-2396,Worksheet
SKSKBR,socket-3-piece-keyless,"SOCKET: 3-PIECE, KEYLESS",brass,active,TRUE,Sockets,40,6.00,2.35,94.00,Satco,80-1177,Worksheet
SKSKNK,socket-3-piece-keyless,"SOCKET: 3-PIECE, KEYLESS",nickel,active,TRUE,Sockets,30,6.00,2.35,70.50,Satco,80-1178,Worksheet
SKSOBK,socket-3-piece-on-off-switch,"SOCKET: 3-PIECE, KEYLESS",black,active,TRUE,Sockets,3,8.00,4.20,12.60,Satco,80-2415,Price sheet 80-2415
SKSOBR,socket-3-piece-on-off-switch,SOCKET: 3-PIECE with ON/OFF TURN KNOB,brass,active,TRUE,Sockets,0,8.00,4.08,,Satco,80-1179,Est (same type as NK)
SKSONK,socket-3-piece-on-off-switch,SOCKET: 3-PIECE with ON/OFF TURN KNOB,nickel,active,TRUE,Sockets,11,8.00,4.08,44.88,Satco,80-1180,PO 1011 80-1180
SMPCUST4,custom-cloth-covered-wire-samples-selection,Custom Cloth-Covered Wire Samples Selection,4-inch sample,active,TRUE,Wire,9999912,1.25,,,,,
SMPCUSTF,custom-cloth-covered-wire-samples-selection,Custom Cloth-Covered Wire Samples Selection,foot-long sample,active,TRUE,Wire,9999924,2.00,,,,,
STRCOLFEMBK,strain-relief-metal-collar-female,"STRAIN RELIEF: METAL COLLAR, FEMALE",black,active,FALSE,Strain Reliefs,37,2.50,,,,,
STRCOLFEMBR,strain-relief-metal-collar-female,"STRAIN RELIEF: METAL COLLAR, FEMALE",brass,active,FALSE,Strain Reliefs,99,2.50,,,,,
STRCOLFEMBZ,strain-relief-metal-collar-female,"STRAIN RELIEF: METAL COLLAR, FEMALE",antique brass,active,FALSE,Strain Reliefs,878,2.50,,,,,
STRCOLFEMNK,strain-relief-metal-collar-female,"STRAIN RELIEF: METAL COLLAR, FEMALE",nickel,active,FALSE,Strain Reliefs,689,2.50,,,,,
STRCOLLBK,strain-relief-metal-collar,STRAIN RELIEF: METAL COLLAR,black,active,TRUE,Strain Reliefs,215,2.50,1.26,270.90,B&P,26931BK,B&P price 26931BK
STRCOLLBR,strain-relief-metal-collar,STRAIN RELIEF: METAL COLLAR,brass,active,TRUE,Strain Reliefs,142,2.50,1.00,142.00,B&P,26931,B&P price 26931
STRCOLLBZ,strain-relief-metal-collar,STRAIN RELIEF: METAL COLLAR,antique brass,active,TRUE,Strain Reliefs,708,2.50,0.71,502.68,B&P,26931A,B&P price 26931A
STRCOLLNK,strain-relief-metal-collar,STRAIN RELIEF: METAL COLLAR,nickel,active,TRUE,Strain Reliefs,151,2.50,0.75,113.25,B&P,26931N,B&P price 26931N
STRMETALBK,strain-relief-metal-screw-top,STRAIN RELIEF: METAL SCREW TOP,black,active,TRUE,Strain Reliefs,207,2.50,1.32,273.24,B&P,26930BK,B&P price 26930BK
STRMETALBR,strain-relief-metal-screw-top,STRAIN RELIEF: METAL SCREW TOP,brass,active,TRUE,Strain Reliefs,949,2.50,1.39,1319.11,B&P,26930,B&P price 26930
STRMETALBZ,strain-relief-metal-screw-top,STRAIN RELIEF: METAL SCREW TOP,antique brass,active,TRUE,Strain Reliefs,195,2.50,1.66,323.70,B&P,26930A,B&P price 26930A
STRMETALNK,strain-relief-metal-screw-top,STRAIN RELIEF: METAL SCREW TOP,nickel,active,TRUE,Strain Reliefs,138,2.50,1.22,168.36,B&P,26930N,B&P price 26930N
STRPLASBK,strain-relief-plastic-screw-top,STRAIN RELIEF: PLASTIC SCREW TOP,black,active,TRUE,Strain Reliefs,242,2.00,,,,,
STRPLASWH,strain-relief-plastic-screw-top,STRAIN RELIEF: PLASTIC SCREW TOP,white,active,TRUE,Strain Reliefs,295,2.00,,,,,
SWFLRBK,switch-floor-switch,SWITCH: Push-Button Floor Switch,black,active,TRUE,Switches,21,8.25,3.83,80.43,B&P,40122,B&P price 40122
SWFLRWBK,switch-wide-push-button-floor-switch,SWITCH: Wide Push-Button Floor Switch,black,active,TRUE,Switches,22,8.00,2.24,49.28,B&P,40151,B&P price 40151
SWFLRWCL,switch-wide-push-button-floor-switch,SWITCH: Wide Push-Button Floor Switch,clear,active,TRUE,Switches,20,8.00,1.99,39.80,B&P,40150,B&P price 40150
SWFLRWH,switch-floor-switch,SWITCH: Wide Push-Button Floor Switch,white,active,TRUE,Switches,30,8.25,4.64,139.20,B&P,40126,B&P price 40126
SWFLRWWH,switch-wide-push-button-floor-switch,SWITCH: Wide Push-Button Floor Switch,white,active,TRUE,Switches,8,8.00,2.46,19.68,B&P,40155,B&P price 40155
SWFRDIMBK,switch-full-range-dimmer-in-line,SWITCH: Full Range Dimmer In-Line,Black,active,TRUE,Switches,4,19.00,10.36,41.44,B&P,,B&P price 48473BK
SWFRDIMBN,switch-full-range-dimmer-in-line,SWITCH: Full Range Dimmer In-Line,Brown,active,TRUE,Switches,1,19.00,10.36,10.36,B&P,,B&P price 48473BR
SWFRDIMWH,switch-full-range-dimmer-in-line,SWITCH: Full Range Dimmer In-Line,White,active,TRUE,Switches,3,19.00,10.36,31.08,B&P,,B&P price 48473W
SWLGBN,switch-large-in-line-rocker,SWITCH: Large In-Line Rocker,brown,active,TRUE,Switches,26,7.00,3.46,89.96,B&P,48465B,B&P price 48465B
SWLGIV,switch-large-in-line-rocker,SWITCH: Large In-Line Rocker,ivory,active,TRUE,Switches,7,7.00,4.16,29.12,B&P,48465I,B&P price 48465I
SWROTBN,switch-rotary-in-line,SWITCH: Rotary In-Line,brown,active,TRUE,Switches,30,1.75,0.53,15.90,B&P,48432,B&P price 48432
SWROTCL,switch-rotary-in-line,SWITCH: Rotary In-Line,clear,active,TRUE,Switches,22,1.75,0.53,11.66,B&P,48431,B&P price 48431
SWROTCLGD,switch-rotary-in-line,SWITCH: Rotary In-Line,clear gold,active,TRUE,Switches,13,1.75,0.93,12.09,B&P,48430,B&P price 48430
SWROTDIMBK,switch-rotary-dimmer-in-line,SWITCH: Rotary Dimmer In-Line,black,active,TRUE,Switches,23,4.00,1.89,43.47,B&P,,B&P price 48462
SWROTDIMBN,switch-rotary-dimmer-in-line,SWITCH: Rotary Dimmer In-Line,brown,active,TRUE,Switches,21,4.00,1.80,37.80,B&P,,B&P price 48461
SWROTDIMIV,switch-rotary-dimmer-in-line,SWITCH: Rotary Dimmer In-Line,ivory,active,TRUE,Switches,17,4.00,2.52,42.84,B&P,,B&P price 48463
