SKU,Handle,Title,Option,Status,Published,Type,Qty,Price,Cost,Inv Value
W182CPBW2TF,2-conductor-18-gauge-black-and-white-double-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD -UL-Listed,By the foot,active,,Wire,130,0.9,0.16,20.8
W182CPBW2TMNS,2-conductor-18-gauge-black-and-white-double-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD -UL-Listed,NON UL by the 100-foot spool,active,,Wire,19,80.0,17.46,331.74
W182CPBW2TS,2-conductor-18-gauge-black-and-white-double-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD -UL-Listed,By the 100-foot spool,active,,Wire,5,80.0,17.46,87.3
W182CPBW3TF,2-conductor-18-gauge-black-and-white-triple-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE TRIPLE TRACER COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,400,0.9,0.16,64.0
W182CPBW3TMNS,2-conductor-18-gauge-black-and-white-triple-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE TRIPLE TRACER COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,20,80.0,17.46,349.2
W182CPBW3TS,2-conductor-18-gauge-black-and-white-triple-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE TRIPLE TRACER COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,4,80.0,17.46,69.84
W182CPBW4TF,2-conductor-18-gauge-black-and-white-quadruple-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,488,0.9,0.16,78.08
W182CPBW4TMNS,2-conductor-18-gauge-black-and-white-quadruple-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,20,80.0,17.46,349.2
W182CPBW4TS,2-conductor-18-gauge-black-and-white-quadruple-tracer-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,5,80.0,17.46,87.3
W182CPBWLHF,2-conductor-18-gauge-black-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,500,0.9,0.16,80.0
W182CPBWLHMNS,2-conductor-18-gauge-black-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,16,80.0,17.46,279.36
W182CPBWLHS,2-conductor-18-gauge-black-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,5,80.0,17.46,87.3
W182CPBWSHF,2-conductor-18-gauge-black-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,800,0.9,0.16,128.0
W182CPBWSHMNS,2-conductor-18-gauge-black-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,29,80.0,17.46,506.34
W182CPBWSHS,2-conductor-18-gauge-black-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,8,80.0,17.46,139.68
W182CPBWZZF,2-conductor-18-gauge-black-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,1388,0.9,0.16,222.08
W182CPBWZZS,2-conductor-18-gauge-black-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,14,80.0,17.46,244.44
W182CPDBXXF,2-conductor-18-gauge-dark-brown-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,-1,0.9,0.16,
W182CPDBXXS,2-conductor-18-gauge-dark-brown-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,-4,80.0,17.46,
W182CPDPSHF,2-conductor-18-gauge-dark-brown-and-putty-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,90,0.9,0.16,14.4
W182CPDPSHS,2-conductor-18-gauge-dark-brown-and-putty-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,4,80.0,17.46,69.84
W182CPDPZZF,2-conductor-18-gauge-dark-brown-putty-zig-zag-cotton-pulley-cord-ul-listed,2-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,377,0.9,0.16,60.32
W182CPDPZZS,2-conductor-18-gauge-dark-brown-putty-zig-zag-cotton-pulley-cord-ul-listed,2-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,3,80.0,17.46,52.38
W182CPDWLHF,2-conductor-18-gauge-dark-brown-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,1400,0.9,0.16,224.0
W182CPDWLHMNS,2-conductor-18-gauge-dark-brown-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,8,80.0,17.46,139.68
W182CPDWLHS,2-conductor-18-gauge-dark-brown-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,14,80.0,17.46,244.44
W182CPDWSHF,2-conductor-18-gauge-dark-brown-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,1130,0.9,0.16,180.8
W182CPDWSHMNS,2-conductor-18-gauge-dark-brown-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,8,80.0,17.46,139.68
W182CPDWSHS,2-conductor-18-gauge-dark-brown-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,11,80.0,17.46,192.06
W182CPDWZZF,2-conductor-18-gauge-dark-brown-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,1100,0.9,0.16,176.0
W182CPDWZZMNS,2-conductor-18-gauge-dark-brown-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,27,80.0,17.46,471.42
W182CPDWZZS,2-conductor-18-gauge-dark-brown-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,11,80.0,17.46,192.06
W182CPGDXXF,2-conductor-18-gauge-gold-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GOLD COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,990,0.9,0.16,158.4
W182CPGDXXMNS,2-conductor-18-gauge-gold-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GOLD COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,17,40.0,17.46,296.82
W182CPGDXXS,2-conductor-18-gauge-gold-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GOLD COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,10,80.0,17.46,174.6
W182CPGGZZF,2-conductor-18-gauge-gold-and-green-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GOLD & GREEN ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,464,0.9,0.16,74.24
W182CPGGZZS,2-conductor-18-gauge-gold-and-green-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GOLD & GREEN ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,5,80.0,17.46,87.3
W182CPGNXXF,2-conductor-18-gauge-green-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GREEN COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,555,0.9,0.16,88.8
W182CPGNXXS,2-conductor-18-gauge-green-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE GREEN COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,3,80.0,17.46,52.38
W182CPGYXXF,2-conductor-18-gauge-gray-cotton-pulley-cord-ul-listed,2-CONDUCTOR 18-GAUGE GRAY COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,590,0.9,0.16,94.4
W182CPGYXXS,2-conductor-18-gauge-gray-cotton-pulley-cord-ul-listed,2-CONDUCTOR 18-GAUGE GRAY COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,6,80.0,17.46,104.76
W182CPLGXXF,2-conductor-18-gauge-lime-green-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE LIME GREEN COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,490,0.9,0.16,78.4
W182CPLGXXMNS,2-conductor-18-gauge-lime-green-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE LIME GREEN COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,20,40.0,17.46,349.2
W182CPLGXXS,2-conductor-18-gauge-lime-green-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE LIME GREEN COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,5,80.0,17.46,87.3
W182CPPRLHF,2-conductor-18-gauge-red-and-putty-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & PUTTY LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,376,0.9,0.16,60.16
W182CPPRLHMNS,2-conductor-18-gauge-red-and-putty-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & PUTTY LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,12,40.0,17.46,209.52
W182CPPRLHS,2-conductor-18-gauge-red-and-putty-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & PUTTY LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,4,80.0,17.46,69.84
W182CPPRSHF,2-conductor-18-gauge-red-and-putty-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & PUTTY SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,376,0.9,0.16,60.16
W182CPPRSHMNS,2-conductor-18-gauge-red-and-putty-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & PUTTY SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,3,40.0,17.46,52.38
W182CPPRSHS,2-conductor-18-gauge-red-and-putty-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & PUTTY SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,4,80.0,17.46,69.84
W182CPPTXXF,2-conductor-18-gauge-putty-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE PUTTY COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,2475,0.9,0.16,396.0
W182CPPTXXS,2-conductor-18-gauge-putty-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE PUTTY COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,20,80.0,17.46,349.2
W182CPRBXXF,2-conductor-18-gauge-raspberry-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RASPBERRY COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,580,0.9,0.16,92.8
W182CPRBXXMNS,2-conductor-18-gauge-raspberry-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RASPBERRY COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,17,40.0,17.46,296.82
W182CPRBXXS,2-conductor-18-gauge-raspberry-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RASPBERRY COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,6,80.0,17.46,104.76
W182CPRDXXF,2-conductor-18-gauge-red-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,1026,0.9,0.16,164.16
W182CPRDXXS,2-conductor-18-gauge-red-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,8,80.0,17.46,139.68
W182CPRWZZF,2-conductor-18-gauge-red-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,400,0.9,0.16,64.0
W182CPRWZZMNS,2-conductor-18-gauge-red-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,35,40.0,17.46,611.1
W182CPRWZZS,2-conductor-18-gauge-red-and-white-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,4,80.0,17.46,69.84
W182CPSBXXF,2-conductor-18-gauge-slate-blue-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,390,0.9,0.16,62.4
W182CPSBXXMNS,2-conductor-18-gauge-slate-blue-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,17,40.0,17.46,296.82
W182CPSBXXS,2-conductor-18-gauge-slate-blue-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,3,80.0,17.46,52.38
W182CPSWLHF,2-conductor-18-gauge-slate-blue-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,400,0.9,0.16,64.0
W182CPSWLHMNS,2-conductor-18-gauge-slate-blue-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,38,40.0,17.46,663.48
W182CPSWLHS,2-conductor-18-gauge-slate-blue-and-white-large-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,4,80.0,17.46,69.84
W182CPSWSHF,2-conductor-18-gauge-slate-blue-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,684,0.9,0.16,109.44
W182CPSWSHMNS,2-conductor-18-gauge-slate-blue-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,18,40.0,17.46,314.28
W182CPSWSHS,2-conductor-18-gauge-slate-blue-and-white-small-hounds-tooth-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,7,80.0,17.46,122.22
W182CPTQXXF,2-conductor-18-gauge-turquoise-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE TURQUOISE COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,770,0.9,0.16,123.2
W182CPTQXXMNS,2-conductor-18-gauge-turquoise-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE TURQUOISE COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,6,40.0,17.46,104.76
W182CPTQXXS,2-conductor-18-gauge-turquoise-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE TURQUOISE COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,8,80.0,17.46,139.68
W182CPWHXXF,2-conductor-18-gauge-white-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE WHITE COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,1050,0.9,0.16,168.0
W182CPWHXXS,2-conductor-18-gauge-white-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE WHITE COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,12,80.0,17.46,209.52
W182CTBGZZF,2-conductor-18-gauge-black-and-gray-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & GRAY ZIG-ZAG COTTON TWISTED WIRE,By the foot,active,,Wire,9,1.5,0.15,1.35
W182CTBGZZL,2-conductor-18-gauge-black-and-gray-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & GRAY ZIG-ZAG COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTBGZZS,2-conductor-18-gauge-black-and-gray-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & GRAY ZIG-ZAG COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,0,175.0,39.99,
W182CTBKXXF,2-conductor-18-gauge-black-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE,By the foot,active,,Wire,1000,1.5,0.15,150.0
W182CTBKXXL,2-conductor-18-gauge-black-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,10,45.0,8.75,87.5
W182CTBKXXS,2-conductor-18-gauge-black-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,17,175.0,39.77,676.09
W182CTBNXXF,2-conductor-18-gauge-light-brown-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON TWISTED WIRE,By the foot,active,,Wire,9,1.5,0.15,1.35
W182CTBNXXL,2-conductor-18-gauge-light-brown-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTBNXXS,2-conductor-18-gauge-light-brown-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,-1,175.0,39.99,
W182CTBOXXF,2-conductor-18-gauge-burnt-orange-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON TWISTED WIRE,By the foot,active,,Wire,4965,1.5,0.15,744.75
W182CTBOXXL,2-conductor-18-gauge-burnt-orange-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,10,1.0,8.8,88.0
W182CTBOXXS,2-conductor-18-gauge-burnt-orange-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,9,175.0,39.99,359.91
W182CTBPZZF,2-conductor-18-gauge-black-and-putty-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & PUTTY ZIG-ZAG COTTON TWISTED WIRE,By the foot,active,,Wire,0,1.5,0.15,
W182CTBPZZL,2-conductor-18-gauge-black-and-putty-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & PUTTY ZIG-ZAG COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTBPZZS,2-conductor-18-gauge-black-and-putty-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & PUTTY ZIG-ZAG COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,0,175.0,39.99,
W182CTBR2TF,2-conductor-18-gauge-black-cotton-twisted-wire-with-double-red-tracer,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE RED TRACER,By the foot,active,,Wire,8,1.5,0.15,1.2
W182CTBR2TL,2-conductor-18-gauge-black-cotton-twisted-wire-with-double-red-tracer,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE RED TRACER,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTBR2TS,2-conductor-18-gauge-black-cotton-twisted-wire-with-double-red-tracer,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE RED TRACER,By the 250-foot spool,active,,Wire,0,175.0,39.99,
W182CTBW2TF,2-conductor-18-gauge-black-cotton-twisted-wire-with-double-white-tracer,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE WHITE TRACER,By the foot,active,,Wire,0,1.5,0.15,
W182CTBW2TL,2-conductor-18-gauge-black-cotton-twisted-wire-with-double-white-tracer,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE WHITE TRACER,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTBW2TS,2-conductor-18-gauge-black-cotton-twisted-wire-with-double-white-tracer,2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE WHITE TRACER,By the 250-foot spool,active,,Wire,0,175.0,39.99,
W182CTBWXXF,2-conductor-18-gauge-black-white-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & WHITE COTTON TWISTED WIRE,By the foot,active,,Wire,1630,1.5,0.15,244.5
W182CTBWXXL,2-conductor-18-gauge-black-white-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & WHITE COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,10,45.0,8.8,88.0
W182CTBWXXS,2-conductor-18-gauge-black-white-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & WHITE COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,6,175.0,39.99,239.94
W182CTBWZZF,2-conductor-18-gauge-black-and-white-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON TWISTED WIRE,By the foot,active,,Wire,40,1.5,0.15,6.0
W182CTBWZZL,2-conductor-18-gauge-black-and-white-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTBWZZS,2-conductor-18-gauge-black-and-white-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,0,175.0,39.99,
W182CTDBXXF,2-conductor-18-gauge-dark-brown-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON TWISTED WIRE,By the foot,active,,Wire,1000,1.5,0.15,150.0
W182CTDBXXL,2-conductor-18-gauge-dark-brown-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,9,45.0,8.8,79.2
W182CTDBXXS,2-conductor-18-gauge-dark-brown-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,17,175.0,39.99,679.83
W182CTGDGYF,2-conductor-18-gauge-gold-cotton-twisted-wire-with-gray-tracer,2-CONDUCTOR 18-GAUGE GOLD COTTON TWISTED WIRE WITH GRAY TRACER,By the foot,active,,Wire,0,1.5,0.15,
W182CTGDGYL,2-conductor-18-gauge-gold-cotton-twisted-wire-with-gray-tracer,2-CONDUCTOR 18-GAUGE GOLD COTTON TWISTED WIRE WITH GRAY TRACER,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTGDGYS,2-conductor-18-gauge-gold-cotton-twisted-wire-with-gray-tracer,2-CONDUCTOR 18-GAUGE GOLD COTTON TWISTED WIRE WITH GRAY TRACER,By the 250-foot spool,active,,Wire,0,175.0,39.99,
W182CTGGZZF,2-conductor-18-gauge-death-valley-green-and-gold-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE DEATH VALLEY GREEN & GOLD ZIG-ZAG COTTON TWISTED WIRE,By the foot,active,,Wire,0,1.5,0.15,
W182CTGGZZL,2-conductor-18-gauge-death-valley-green-and-gold-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE DEATH VALLEY GREEN & GOLD ZIG-ZAG COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,0,45.0,8.8,
W182CTGGZZS,2-conductor-18-gauge-death-valley-green-and-gold-zig-zag-cotton-twisted-wire,2-CONDUCTOR 18-GAUGE DEATH VALLEY GREEN & GOLD ZIG-ZAG COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,0,175.0,39.99,
