SKU,Handle,Title,Option,Status,Published,Type,Qty,Price,Cost,Inv Value,Vendor,Part Number,Cost Source
ADD16TWIST1,additional-footage-of-16-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 16-GAUGE TWISTED PAIR for Cord Set or Pendant,1 foot,active,,Wire,-48,1.7,,,,,
ADD16TWIST2,additional-footage-of-16-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 16-GAUGE TWISTED PAIR for Cord Set or Pendant,2 feet,active,,Wire,-18,3.4,,,,,
ADD16TWIST3,additional-footage-of-16-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 16-GAUGE TWISTED PAIR for Cord Set or Pendant,3 feet,active,,Wire,-10,5.1,,,,,
ADD16TWIST4,additional-footage-of-16-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 16-GAUGE TWISTED PAIR for Cord Set or Pendant,4 feet,active,,Wire,-1,6.8,,,,,
ADD16TWIST5,additional-footage-of-16-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 16-GAUGE TWISTED PAIR for Cord Set or Pendant,5 feet,active,,Wire,-1,8.5,,,,,
ADD16TWIST6,additional-footage-of-16-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 16-GAUGE TWISTED PAIR for Cord Set or Pendant,6 feet,active,,Wire,-3,10.2,,,,,
ADD182PULL1,additional-footage-of-2-conductor-18-gauge-pulley-cord-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 2-CONDUCTOR 18-GAUGE PULLEY CORD for Cord Set or Pendant,1 foot,active,,Wire,-18,1.15,,,,,
ADD182PULL2,additional-footage-of-2-conductor-18-gauge-pulley-cord-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 2-CONDUCTOR 18-GAUGE PULLEY CORD for Cord Set or Pendant,2 feet,active,,Wire,-50,2.3,,,,,
ADD182PULL3,additional-footage-of-2-conductor-18-gauge-pulley-cord-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 2-CONDUCTOR 18-GAUGE PULLEY CORD for Cord Set or Pendant,3 feet,active,,Wire,-16,3.45,,,,,
ADD182PULL4,additional-footage-of-2-conductor-18-gauge-pulley-cord-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 2-CONDUCTOR 18-GAUGE PULLEY CORD for Cord Set or Pendant,4 feet,active,,Wire,-6,4.6,,,,,
ADD182PULL5,additional-footage-of-2-conductor-18-gauge-pulley-cord-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 2-CONDUCTOR 18-GAUGE PULLEY CORD for Cord Set or Pendant,5 feet,active,,Wire,-4,5.75,,,,,
ADD182PULL6,additional-footage-of-2-conductor-18-gauge-pulley-cord-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 2-CONDUCTOR 18-GAUGE PULLEY CORD for Cord Set or Pendant,6 feet,active,,Wire,-8,6.9,,,,,
ADD18TWIST1,additional-footage-of-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 18-GAUGE TWISTED PAIR for Cord Set or Pendant,1 foot,active,,Wire,-64,1.4,,,,,
ADD18TWIST2,additional-footage-of-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 18-GAUGE TWISTED PAIR for Cord Set or Pendant,2 feet,active,,Wire,-40,2.8,,,,,
ADD18TWIST3,additional-footage-of-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 18-GAUGE TWISTED PAIR for Cord Set or Pendant,3 feet,active,,Wire,-5,4.2,,,,,
ADD18TWIST4,additional-footage-of-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 18-GAUGE TWISTED PAIR for Cord Set or Pendant,4 feet,active,,Wire,-3,5.6,,,,,
ADD18TWIST5,additional-footage-of-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 18-GAUGE TWISTED PAIR for Cord Set or Pendant,5 feet,active,,Wire,-1,7.0,,,,,
ADD18TWIST6,additional-footage-of-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 18-GAUGE TWISTED PAIR for Cord Set or Pendant,6 feet,active,,Wire,-1,8.4,,,,,
ADD20TWIST1,additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 20-GAUGE TWISTED PAIR for Cord Set or Pendant,1 foot,active,,Wire,0,1.2,,,,,
ADD20TWIST2,additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 20-GAUGE TWISTED PAIR for Cord Set or Pendant,2 feet,active,,Wire,0,2.4,,,,,
ADD20TWIST3,additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 20-GAUGE TWISTED PAIR for Cord Set or Pendant,3 feet,active,,Wire,0,3.6,,,,,
ADD20TWIST4,additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 20-GAUGE TWISTED PAIR for Cord Set or Pendant,4 feet,active,,Wire,0,4.8,,,,,
ADD20TWIST5,additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 20-GAUGE TWISTED PAIR for Cord Set or Pendant,5 feet,active,,Wire,0,6.0,,,,,
ADD20TWIST6,additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 20-GAUGE TWISTED PAIR for Cord Set or Pendant,6 feet,active,,Wire,0,7.2,,,,,
ADD22TWIST1,copy-of-additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 22-GAUGE TWISTED PAIR for Cord Set or Pendant,1 foot,active,,Wire,-4,1.0,,,,,
ADD22TWIST2,copy-of-additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 22-GAUGE TWISTED PAIR for Cord Set or Pendant,2 feet,active,,Wire,0,2.0,,,,,
ADD22TWIST3,copy-of-additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 22-GAUGE TWISTED PAIR for Cord Set or Pendant,3 feet,active,,Wire,0,3.0,,,,,
ADD22TWIST4,copy-of-additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 22-GAUGE TWISTED PAIR for Cord Set or Pendant,4 feet,active,,Wire,0,4.0,,,,,
ADD22TWIST5,copy-of-additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 22-GAUGE TWISTED PAIR for Cord Set or Pendant,5 feet,active,,Wire,0,5.0,,,,,
ADD22TWIST6,copy-of-additional-footage-of-20-gauge-twisted-pair-for-cord-set-or-pendant,ADDITIONAL FOOTAGE of 22-GAUGE TWISTED PAIR for Cord Set or Pendant,6 feet,active,,Wire,0,6.0,,,,,
BA194L40,bulb-victorian-style,BULB: VICTORIAN STYLE WITH QUAD LOOP FILAMENT,40 watts,active,,Bulbs,90,9.0,2.95,265.5,Satco,S2412,Est (PO price for 60W same product S2419)
BA194L60,bulb-victorian-style,BULB: VICTORIAN STYLE WITH QUAD LOOP FILAMENT,60 watts,active,,Bulbs,17,10.0,2.95,50.15,Satco,S2419,PO 1011 S2419
BA19SIL100,bulb-anti-glare-silvered,BULB: SILVERED ANTI-GLARE,100 watts,active,,Bulbs,25,3.5,1.75,43.75,Satco,S3956,PO 1011 S3956
BA19SIL60,bulb-anti-glare-silvered,BULB: SILVERED ANTI-GLARE,60 watts,active,,Bulbs,21,3.5,1.75,36.75,Satco,S3955,PO 1011 S3955
BCLIPMED,bulb-clip,Bulb Clip,Default Title,active,,Sockets,21,6.0,0.88,18.48,Satco,90/940,PO 1011 90-940
BG25CG40,bulb-globe-style-40w,"BULB: GLOBE STYLE WITH CAGE FILAMENT, 40W",Default Title,active,,Bulbs,8,6.0,2.95,23.6,Satco,S2425,Est (vintage incandescent 66% of catalog $4.50)
BG25SIL40,bulb-silvered-anti-glare-g25,"BULB: GLOBE STYLE WITH SILVERED ANTI-GLARE, LED AND INCANDESCENT",40 watt incandescent,active,,Bulbs,16,12.0,1.75,28.0,Satco,S3861,PO 1011 S3861
BLEDA19AMB4.5,bulb-led-victorian-style-amber-4-5w,"BULB: VICTORIAN STYLE WITH LED FILAMENT, 4.5W, AMBER",Default Title,active,,Bulbs,10,11.0,3.95,39.5,Satco,S9583,Est (LED 91% of catalog $4.35)
BLEDG25AMB4.5,bulb-led-globe-style-amber-4-5w,"BULB: GLOBE STYLE WITH LED FILAMENT, 4.5W, AMBER",Default Title,active,,Bulbs,10,11.9,4.95,49.5,Satco,S9584,Est (LED 91% of catalog $5.45)
BLEDG25SIL4.5,bulb-silvered-anti-glare-g25,"BULB: GLOBE STYLE WITH SILVERED ANTI-GLARE, LED AND INCANDESCENT",4.5 watt LED,active,,Bulbs,20,12.0,3.95,79.0,Satco,S12541,PO 1011 S12541
BLEDST19AMB6.5,bulb-led-edison-style-amber,BULB: EDISON STYLE WITH LED FILAMENT,6.5 watts,active,,Bulbs,5,13.9,,,,discontinued? maybe S9272?,
BLEDST19AMBS4.5,bulb-led-edison-style-amber,BULB: EDISON STYLE WITH LED FILAMENT,4.5 watts,active,,Bulbs,11,11.9,5.99,65.89,Satco,S8612,Est (LED 91% of catalog $6.60)
BLEDT104.5,bulb-led-tube-style,BULB: TUBE STYLE WITH LED FILAMENT,Default Title,active,,Bulbs,11,11.0,,,,probably S9580 but need to confirm color temp,
BLEDT6AMB2.5,bulb-led-candelabra-tube-style,"BULB: TUBE STYLE WITH LED FILAMENT, CANDELABRA BASE",amber glaze,active,,Bulbs,10,7.0,2.95,29.5,Satco,S9873,Est (LED 91% of catalog $3.25)
BLEDT6AMB3.5,bulb-led-candelabra-torpedo-style-amber-3-5w,"BULB: TORPEDO STYLE WITH LED FILAMENT, 3.5W, AMBER FINISH, CANDELABRA BASE",Default Title,active,,Bulbs,105,8.0,2.95,309.75,Satco,S9986,Est (LED 91% of catalog $3.25)
BLEDT6CL2.5,bulb-led-candelabra-tube-style,"BULB: TUBE STYLE WITH LED FILAMENT, CANDELABRA BASE",no glaze (clear),active,,Bulbs,9,5.5,2.95,26.55,Satco,S9872,Est (LED similar to amber T6)
BST19CG40,bulb-edison-style-cage-filament,BULB: EDISON STYLE WITH CAGE FILAMENT,40 watts,active,,Bulbs,167,7.5,2.95,492.65,Satco,S2413,Est (vintage incandescent S2413)
BST19CG60,bulb-edison-style-cage-filament,BULB: EDISON STYLE WITH CAGE FILAMENT,60 watts,active,,Bulbs,40,7.5,2.95,118.0,Satco,S2423,Est (vintage incandescent S2423)
BST19HP40,bulb-edison-style-hairpin-filament-40w,"BULB: EDISON TEARDROP STYLE WITH HAIRPIN FILAMENT, 40W",Default Title,active,,Bulbs,352,7.5,2.95,1038.4,Satco,S2414,Est (vintage incandescent S2414)
BST19MA60,bulb-edison-style-marconi-filament-60w,"BULB: EDISON STYLE WITH MARCONI FILAMENT, 60W",Default Title,active,,Bulbs,3,10.5,,,,"need to figure this one out, there is no S21 lamp type in satco",
BT14CG40,bulb-radio-tube-style,BULB: RADIO TUBE STYLE,"40 watts, no glaze",active,,Bulbs,20,9.0,2.95,59.0,Satco,S2417,PO 1011 S2417
BT14CGAMB30,bulb-radio-tube-style,BULB: RADIO TUBE STYLE,"30 watts, amber glaze",active,,Bulbs,31,9.0,,,,discontinued?,
BT9CG40,bulb-tube-style-with-cage-filament-candelabra-base,"BULB: TUBE STYLE WITH CAGE FILAMENT, 40 Watt, CANDELABRA BASE",Default Title,archived,,Bulbs,23,7.0,,,,discontinued?,
CAGEAB,light-bulb-cage,Bulb Cage,antique brass,active,,Bulb Cages,13,8.0,3.14,40.82,Satco,90-1919,Est (catalog $9.35 x 0.336)
CAGEBK,light-bulb-cage,Bulb Cage,black,active,,Bulb Cages,15,8.0,3.14,47.1,Satco,90-1916,Est (catalog $9.35 x 0.336)
CAGEBR,light-bulb-cage,Bulb Cage,brass,active,,Bulb Cages,13,8.0,2.25,29.25,Satco,90-1310,Worksheet
CAGENK,light-bulb-cage,Bulb Cage,nickel,active,,Bulb Cages,23,8.0,3.16,72.68,Satco,90-1912,Est (catalog $9.40 x 0.336)
CAGEST,light-bulb-cage,Bulb Cage,steel,active,,Bulb Cages,151,8.0,2.25,339.75,Satco,90-1918,Est (same catalog tier as brass $6.70)
CANCONKBK,ceiling-canopy-kit-contemporary,"CEILING CANOPY KIT, CONTEMPORARY",black,active,,Canopies,21,6.0,3.25,68.25,Satco,90-893,PO 1011 90-893
CANCONKBR,ceiling-canopy-kit-contemporary,"CEILING CANOPY KIT, CONTEMPORARY",brass,active,,Canopies,33,6.0,3.25,107.25,Satco,90-890,Est (same product different finish)
CANCONKNK,ceiling-canopy-kit-contemporary,"CEILING CANOPY KIT, CONTEMPORARY",nickel,active,,Canopies,12,6.0,3.25,39.0,Satco,90-891,Est (same product different finish)
CANRIBKBK,ceiling-canopy-kit-ribbed,"CEILING CANOPY KIT, RIBBED",black,active,,Canopies,18,6.0,3.25,58.5,Satco,90-055,Est (price sheet DAB $3.25)
CANRIBKBR,ceiling-canopy-kit-ribbed,"CEILING CANOPY KIT, RIBBED",brass,active,,Canopies,19,6.0,3.25,61.75,Satco,90-052,Est (same product different finish)
CANRIBKBZ,ceiling-canopy-kit-ribbed,"CEILING CANOPY KIT, RIBBED",antique brass,active,,Canopies,75,6.0,3.25,243.75,Satco,90-1887,Price sheet 90-1887
CANRIBKNK,ceiling-canopy-kit-ribbed,"CEILING CANOPY KIT, RIBBED",nickel,active,,Canopies,15,6.0,3.25,48.75,Satco,90-1889,Est (same product different finish)
CANSMTHKBR,ceiling-canopy-kit-smooth,"CEILING CANOPY KIT, SMOOTH",brass,active,,Canopies,10,6.0,3.25,32.5,Satco,90-1927,Est (same product different finish)
CANSMTHKBZ,ceiling-canopy-kit-smooth,"CEILING CANOPY KIT, SMOOTH",antique brass,active,,Canopies,17,6.0,3.25,55.25,Satco,90-1891,PO 1011 90-1891
CANSMTHKNK,ceiling-canopy-kit-smooth,"CEILING CANOPY KIT, SMOOTH",nickel,active,,Canopies,35,6.0,3.25,113.75,Satco,90-1893,Est (same product different finish)
CCLEAT-GF,porcelain-cleat-pair,PORCELAIN CLEAT PAIR,glazed,active,,Knob & Tube,0,6.0,,,,,
CCLEAT-GG,porcelain-cleat-pair,PORCELAIN CLEAT PAIR,glazed,active,,Knob & Tube,0,4.0,,,,,
CCLEAT-GNOS,porcelain-cleat-pair,PORCELAIN CLEAT PAIR,glazed,active,,Knob & Tube,0,9.0,,,,,
CCLEAT-UF,porcelain-cleat-pair,PORCELAIN CLEAT PAIR,unglazed,active,,Knob & Tube,0,6.0,,,,,
CCLEAT-UG,porcelain-cleat-pair,PORCELAIN CLEAT PAIR,unglazed,active,,Knob & Tube,0,4.0,,,,,
CCLEAT-UNOS,porcelain-cleat-pair,PORCELAIN CLEAT PAIR,unglazed,active,,Knob & Tube,0,9.0,,,,,
CKNOB-G1F,porcelain-knob,PORCELAIN KNOB,clamp 1-wire glazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-G1G,porcelain-knob,PORCELAIN KNOB,clamp 1-wire glazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-G1NOS,porcelain-knob,PORCELAIN KNOB,clamp 1-wire glazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-GF,porcelain-knob,PORCELAIN KNOB,clamp 2-wire glazed,active,,Knob & Tube,33,2.0,,,,,
CKNOB-GG,porcelain-knob,PORCELAIN KNOB,clamp 2-wire glazed,active,,Knob & Tube,116,3.0,,,,,
CKNOB-GNOS,porcelain-knob,PORCELAIN KNOB,clamp 2-wire glazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-GWLF,porcelain-knob,PORCELAIN KNOB,wrap large glazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-GWLG,porcelain-knob,PORCELAIN KNOB,wrap large glazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-GWLNOS,porcelain-knob,PORCELAIN KNOB,wrap large glazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-GWMF,porcelain-knob,PORCELAIN KNOB,wrap medium glazed,active,,Knob & Tube,7,2.0,,,,,
CKNOB-GWMG,porcelain-knob,PORCELAIN KNOB,wrap medium glazed,active,,Knob & Tube,30,3.0,,,,,
CKNOB-GWMNOS,porcelain-knob,PORCELAIN KNOB,wrap medium glazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-GWSF,porcelain-knob,PORCELAIN KNOB,wrap small unglazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-GWSG,porcelain-knob,PORCELAIN KNOB,wrap small glazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-GWSNOS,porcelain-knob,PORCELAIN KNOB,wrap small unglazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-U1F,porcelain-knob,PORCELAIN KNOB,clamp 1-wire unglazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-U1G,porcelain-knob,PORCELAIN KNOB,clamp 1-wire unglazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-U1NOS,porcelain-knob,PORCELAIN KNOB,clamp 1-wire unglazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-UF,porcelain-knob,PORCELAIN KNOB,clamp 2-wire unglazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-UG,porcelain-knob,PORCELAIN KNOB,clamp 2-wire unglazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-UNOS,porcelain-knob,PORCELAIN KNOB,clamp 2-wire unglazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-UWLF,porcelain-knob,PORCELAIN KNOB,wrap large unglazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-UWLG,porcelain-knob,PORCELAIN KNOB,wrap large unglazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-UWLNOS,porcelain-knob,PORCELAIN KNOB,wrap large unglazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-UWMF,porcelain-knob,PORCELAIN KNOB,wrap medium unglazed,active,,Knob & Tube,0,2.0,,,,,
CKNOB-UWMG,porcelain-knob,PORCELAIN KNOB,wrap medium unglazed,active,,Knob & Tube,0,3.0,,,,,
CKNOB-UWMNOS,porcelain-knob,PORCELAIN KNOB,wrap medium unglazed,active,,Knob & Tube,0,8.0,,,,,
CKNOB-UWSG,porcelain-knob,PORCELAIN KNOB,wrap small unglazed,active,,Knob & Tube,0,3.0,,,,,
CS14CPBK10,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,10 feet,active,,Cord Set with 14g Pulley Cord,9999999,40.0,,,,,
CS14CPBK12,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,12 feet,active,,Cord Set with 14g Pulley Cord,9999999,45.0,,,,,
CS14CPBK16,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,16 feet,active,,Cord Set with 14g Pulley Cord,9999997,57.0,,,,,
CS14CPBK6,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,6 feet,active,,Cord Set with 14g Pulley Cord,9999990,27.0,,,,,
CS14CPBK8,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,8 feet,active,,Cord Set with 14g Pulley Cord,9999996,33.0,,,,,
CS14CPDB10,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,10 feet,active,,Cord Set with 14g Pulley Cord,9999999,40.0,,,,,
CS14CPDB12,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,12 feet,active,,Cord Set with 14g Pulley Cord,9999999,45.0,,,,,
CS14CPDB16,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,16 feet,active,,Cord Set with 14g Pulley Cord,9999998,57.0,,,,,
CS14CPDB6,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,6 feet,active,,Cord Set with 14g Pulley Cord,9999996,27.0,,,,,
CS14CPDB8,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,8 feet,active,,Cord Set with 14g Pulley Cord,9999990,33.0,,,,,
CS14RPPW10,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,10 feet,active,,Cord Set with 14g Pulley Cord,9999998,40.0,,,,,
CS14RPPW12,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,12 feet,active,,Cord Set with 14g Pulley Cord,9999999,45.0,,,,,
CS14RPPW16,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,16 feet,active,,Cord Set with 14g Pulley Cord,9999999,57.0,,,,,
CS14RPPW6,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,6 feet,active,,Cord Set with 14g Pulley Cord,9999998,27.0,,,,,
CS14RPPW8,cord-set-with-14-gauge-pulley-cord,CORD SET with 14-GAUGE PULLEY CORD,8 feet,active,,Cord Set with 14g Pulley Cord,9999998,33.0,,,,,
CS16TACNBK12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999999,25.0,,,,,
CS16TACNBK16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999999,30.0,,,,,
CS16TACNBK6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999998,17.0,,,,,
CS16TACNBK8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999996,19.5,,,,,
CS16TACNBN12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999993,25.0,,,,,
CS16TACNBN16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999998,30.0,,,,,
CS16TACNBN6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999995,17.0,,,,,
CS16TACNBN8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999987,19.5,,,,,
CS16TACNWH12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999999,25.0,,,,,
CS16TACNWH16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999999,30.0,,,,,
CS16TACNWH6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999999,17.0,,,,,
CS16TACNWH8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999998,19.5,,,,,
CS16TANFACBN12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,0,24.75,,,,,
CS16TANFACBN16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,0,30.0,,,,,
CS16TANFACBN6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,-5,17.0,,,,,
CS16TANFACBN8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,-5,19.5,,,,,
CS16TRBREC12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999991,23.0,,,,,
CS16TRBREC16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999998,28.0,,,,,
CS16TRBREC6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999987,15.0,,,,,
CS16TRBREC8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999973,17.5,,,,,
CS16TRBRECWH12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,0,23.0,,,,,
CS16TRBRECWH16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,-1,28.0,,,,,
CS16TRBRECWH6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,0,15.0,,,,,
CS16TRBRECWH8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,0,17.5,,,,,
CS16TRECBK12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999998,23.0,,,,,
CS16TRECBK16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999997,28.0,,,,,
CS16TRECBK6,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999979,15.0,,,,,
CS16TRECBK8,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999999,17.5,,,,,
CS16TRECBN12,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999997,23.0,,,,,
CS16TRECBN16,cord-set-with-16-gauge-twisted-pair-wire,CORD SET with 16-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 16-Gauge Twisted Pair Wire,9999996,28.0,,,,,
